Lane,Loads,AvgDaysToShip,AvgCostPerMile,MilesAvg
"FLORIEN, LA → WEATHERFORD, TX",5,6.0,3.545731707317073,328.0
"TAYLOR, LA → LA PORTE, TX",1,1.0,3.5451505016722407,299.0
"BAY SPRINGS, MS → OKLAHOMA CITY, OK",1,1.0,3.544494720965309,663.0
"MAGNOLIA, MS → SILSBEE, TX",85,6.105882352941176,3.544370325449765,291.0
"WIGGINS, MS → SAGINAW, TX",1,5.0,3.5437881873727086,491.0
"GLOSTER, MS → OKLAHOMA CITY, OK",2,1.0,3.5436137071651093,642.0
"PINE BLUFF, AR → PANAMA CITY, FL",1,1.0,3.5426731078904994,621.0
"CORDELE, GA → ALTO, GA",2,3.5,3.542654028436019,211.0
"DIERKS, AR → HOUSTON, TX",5,3.0,3.5426248058014167,347.4
"WALDO, AR → HARRISBURG, IL",1,8.0,3.542094455852156,487.0
"DODSON, LA → CONROE, TX",2,2.0,3.5414237595543465,248.5
"DIERKS, AR → CROWLEY, TX",3,6.666666666666667,3.538557213930348,268.0
"ACKERMAN, MS → TOWNVILLE, SC",1,14.0,3.5377358490566038,424.0
"DIERKS, AR → SILSBEE, TX",81,4.8765432098765435,3.5360360360360357,296.0
"EFFINGHAM, SC → ALTO, GA",1,3.0,3.5335689045936394,283.0
"WARREN, AR → DALLAS, TX",2,3.5,3.5335497835497836,313.0
"TAYLOR, LA → SEMINOLE, TX",1,3.0,3.533333333333333,600.0
"VIOLA, AR → DALLAS, TX",2,2.0,3.5328389830508478,472.0
"SILVER CREEK, MS → BIRMINGHAM, AL",2,3.0,3.5324714457900477,264.0
"DIERKS, AR → BRYAN, TX",32,3.4375,3.531069568452382,336.0
"IDABEL, OK → KANSAS CITY, KS",1,8.0,3.530751708428246,439.0
"BRYAN, TX → LAKE CHARLES, LA",1,2.0,3.5294117647058822,255.0
"GORDO, AL → CARROLLTON, KY",1,1.0,3.528225806451613,496.0
"BRYAN, TX → LAREDO, TX",1,1.0,3.5276073619631902,326.0
"OLLA, LA → PINE BLUFF, AR",1,1.0,3.52758064516129,186.0
"GURDON, AR → GUTHRIE, OK",1,1.0,3.524804177545692,383.0
"DODSON, LA → HOUSTON, TX",3,4.666666666666667,3.523315560767854,270.6666666666667
"GURDON, AR → SPRINGFIELD, MO",2,2.5,3.523102310231023,303.0
"PHILADELPHIA, MS → DULUTH, GA",1,6.0,3.5211267605633805,355.0
"POLLOCK, LA → HOUSTON, TX",4,4.5,3.5185976598190334,259.75
"HERMANVILLE, MS → BRYAN, TX",3,3.6666666666666665,3.5185185185185186,450.0
"RUSSELLVILLE, AR → OKLAHOMA CITY, OK",1,5.0,3.517110266159696,263.0
"SCHILLER PARK, IL → TOLEDO, OH",2,1.0,3.5167910447761193,268.0
"SALEM, MO → CATOOSA, OK",2,2.0,3.5143769968051117,313.0
"OLLA, LA → SHERMAN, TX",1,0.0,3.5135135135135136,370.0
"CORINTH, MS → TOCCOA, GA",1,7.0,3.512144578313253,415.0
"BEARDEN, AR → SPRINGFIELD, MO",1,1.0,3.511326860841424,309.0
"VICKSBURG, MS → MIDDLETON, TN",9,5.777777777777778,3.51110394265233,310.0
"PLUMERVILLE, AR → PARK CITY, KS",1,6.0,3.5108958837772395,413.0
"COUSHATTA, LA → HOUSTON, TX",4,4.25,3.5105638221427697,239.5
"BRYAN, TX → SAN ANGELO, TX",1,4.0,3.51027397260274,292.0
"ACKERMAN, MS → SOMERSET, KY",3,4.0,3.5095238095238095,490.0
"TAYLOR, LA → TUNAS, MO",1,2.0,3.508771929824561,456.0
"BRUCE, MS → CATOOSA, OK",2,3.0,3.507905138339921,506.0
"PHILADELPHIA, MS → DALLAS, TX",8,2.375,3.5074757190391654,481.125
"PINELAND, TX → CROWLEY, TX",1,1.0,3.5055350553505535,271.0
"ACKERMAN, MS → ARTHUR, IL",1,3.0,3.5055350553505535,542.0
"LANETT, AL → MOORE, SC",1,4.0,3.501945525291829,257.0
"POCAHONTAS, AR → GRAPELAND, TX",1,1.0,3.4979423868312756,486.0
"FAIRFIELD, IL → BALTIMORE, MD",1,1.0,3.4974093264248705,772.0
"GURDON, AR → KENNARD, TX",1,1.0,3.496031746031746,252.0
"GURDON, AR → HOUSTON, TX",13,1.9230769230769231,3.4941511701172447,354.0769230769231
"DIERKS, AR → WICHITA, KS",1,7.0,3.4939759036144578,415.0
"CAMDEN, TX → CARROLLTON, TX",1,5.0,3.493449781659389,229.0
"GLOSTER, MS → IRVING, TX",2,3.0,3.493449781659389,458.0
"PLUMERVILLE, AR → RIPLEY, TN",1,7.0,3.493449781659389,229.0
"TAYLOR, LA → GUTHRIE, OK",3,6.666666666666667,3.493100944081336,459.0
"IDABEL, OK → FT WORTH, TX",3,4.0,3.4921109450257433,224.33333333333334
"BIRMINGHAM, AL → WINTER PARK, FL",8,4.5,3.490981543624161,596.0
"DIERKS, AR → PORT NECHES, TX",2,3.0,3.4908536585365857,328.0
"SCHILLER PARK, IL → OTTAWA LAKE, MI",2,4.0,3.4905660377358494,265.0
"TROY, AL → HARRISBURG, IL",1,5.0,3.490566037735849,530.0
"NEW BOSTON, TX → BRYAN, TX",4,2.5,3.4901433691756276,279.0
"ROME, GA → SALISBURY, NC",1,7.0,3.488372093023256,344.0
"SUMMERSVILLE, MO → SAINT JOSEPH, MO",1,4.0,3.488372093023256,344.0
"PHILADELPHIA, MS → TOWNVILLE, SC",3,8.0,3.4879336349924586,442.0
"VICKSBURG, MS → CORSICANA, TX",5,4.4,3.487738419618529,367.0
"BROOKHAVEN, MS → BONNE TERRE, MO",2,3.0,3.486111111111111,540.0
"MERIDIAN, MS → DALLAS, TX",7,2.857142857142857,3.4860932152901896,492.85714285714283
"PHILADELPHIA, MS → CULLMAN, AL",8,4.625,3.4855150214592276,233.0
"GURDON, AR → SELMER, TN",2,1.5,3.483870967741935,310.0
"OLA, AR → JACKSONVILLE, TX",1,1.0,3.48297213622291,323.0
"WARM SPRINGS, AR → FULTON, MS",2,2.5,3.481404958677686,242.0
"PINELAND, TX → FT WORTH, TX",15,2.2666666666666666,3.4803460858027426,267.2
"MERIDIAN, MS → HOUSTON, TX",2,2.0,3.479626876239026,531.5
"FULTON, MS → SUMMER SHADE, KY",5,1.4,3.478787878787879,330.0
"DODSON, LA → MOSCOW, TN",1,7.0,3.477690288713911,381.0
"TAYLOR, LA → NIEDERWALD, TX",2,2.0,3.477690288713911,381.0
"PHILADELPHIA, MS → BUNKIE, LA",1,1.0,3.476923076923077,325.0
"MOUNDVILLE, AL → OKLAHOMA CITY, OK",1,1.0,3.4767277856135403,709.0
"GLOSTER, MS → GUNTER, TX",2,1.5,3.476482617586912,489.0
"GOSHEN, VA → CHARLOTTE, NC",3,2.6666666666666665,3.475255930087391,267.0
"BRYAN, TX → GUTHRIE, OK",5,4.6,3.474874371859296,398.0
"EL DORADO, AR → BRYAN, TX",1,1.0,3.474320241691843,331.0
"BIRMINGHAM, AL → BROWNSTOWN, IN",6,3.6666666666666665,3.4738955823293174,415.0
"ALBERTVILLE, AL → DOUGLAS, GA",1,6.0,3.4722222222222223,360.0
"PHILADELPHIA, MS → FT WORTH, TX",3,6.333333333333333,3.4718190614417033,523.3333333333334
"GLOSTER, MS → SILSBEE, TX",16,4.9375,3.471546692607005,257.0
"HALFWAY, MO → SAINT JOSEPH, MO",1,1.0,3.470873786407767,206.0
"DODSON, LA → ENNIS, TX",1,3.0,3.4693877551020407,294.0
"GURDON, AR → BRYAN, TX",4,2.25,3.4672965116279064,344.0
"COTTONTON, AL → STEPHENS, AR",2,4.0,3.466204506065858,577.0
"HOLDEN, LA → SCAMMON, KS",1,1.0,3.4653465346534653,707.0
"TAYLOR, LA → FORT WORTH, TX",2,2.5,3.4637941436448587,267.0
"JOYCE, LA → SILSBEE, TX",2,1.5,3.4626344086021508,186.0
"FOREST, MS → STEPHENS, AR",3,2.6666666666666665,3.4624413145539905,284.0
"BEARDEN, AR → BRYAN, TX",8,3.0,3.462301587301588,378.0
"BIRMINGHAM, AL → SARASOTA, FL",1,3.0,3.4615384615384617,650.0
"WAYNESBORO, MS → HALEYVILLE, AL",1,2.0,3.4615384615384617,221.0
"GURDON, AR → ENNIS, TX",5,3.6,3.460144927536232,276.0
"VIOLA, AR → FORT WORTH, TX",2,1.0,3.4600389863547756,513.0
"BRUCE, MS → JACKSONVILLE, TX",28,3.4285714285714284,3.457112781954887,475.0
"WARM SPRINGS, AR → LONGVIEW, TX",1,2.0,3.4566326530612246,392.0
"OLLA, LA → DALLAS, TX",28,4.214285714285714,3.4565549125459336,331.0
"ACKERMAN, MS → DALLAS, TX",8,5.375,3.4540465918485466,513.625
"DIERKS, AR → WALNUT, MS",1,4.0,3.4534534534534536,333.0
"THORSBY, AL → HENDRICKS, WV",1,3.0,3.453038674033149,724.0
"MERIDIAN, MS → CROWLEY, TX",1,2.0,3.451492537313433,536.0
"OLLA, LA → HOUSTON, TX",41,4.975609756097561,3.450921752609557,293.6341463414634
"DODSON, LA → BONHAM, TX",6,1.8333333333333333,3.450282485875706,295.0
"OAKDALE, LA → BRYAN, TX",2,2.5,3.449675324675325,308.0
"WARREN, AR → ENNIS, TX",3,6.333333333333333,3.4482758620689657,348.0
"NACOGDOCHES, TX → BELLVILLE, TX",1,1.0,3.4482758620689653,174.0
"DIERKS, AR → MEMPHIS, TN",1,5.0,3.4482758620689653,261.0
"OLLA, LA → CONROE, TX",2,5.5,3.4482758620689653,290.0
"PHILADELPHIA, MS → SOMERSET, KY",1,3.0,3.4482758620689653,551.0
"CAMDEN, SC → RIDGEWAY, VA",1,2.0,3.4482758620689653,232.0
"BARNESVILLE, GA → BIRMINGHAM, AL",1,0.0,3.4482758620689653,203.0
"VICKSBURG, MS → BRYAN, TX",26,3.1923076923076925,3.447310446117129,419.0
"CORINTH, MS → SCHILLER PARK, IL",3,4.333333333333333,3.4452296819787986,566.0
"FOREST, MS → TUSCUMBIA, AL",2,14.5,3.4448818897637796,254.0
"BIRMINGHAM, AL → DUNCAN, SC",2,3.0,3.4444444444444446,315.0
"BRYAN, TX → LUBBOCK, TX",25,3.52,3.4444168224299063,428.0
"MERIDIAN, MS → SOMERSET, KY",3,6.333333333333333,3.4437946718648473,513.0
"FOREST, MS → SCAMMON, KS",2,1.0,3.442622950819672,610.0
"VICKSBURG, MS → WALNUT, MS",1,3.0,3.442622950819672,305.0
"MERIDIAN, MS → CORSICANA, TX",1,6.0,3.4412955465587043,494.0
"RUSSELLVILLE, AR → TUSCUMBIA, AL",4,1.25,3.4392857142857145,350.0
"GURDON, AR → LOTT, TX",1,1.0,3.439153439153439,378.0
"MILLPORT, AL → TOLEDO, OH",1,8.0,3.43878954607978,727.0
"BIRMINGHAM, AL → LAKELAND, FL",13,4.923076923076923,3.4387609006898354,591.0
"OLLA, LA → ENNIS, TX",4,3.25,3.4375,340.0
"GURDON, AR → SILSBEE, TX",9,4.333333333333333,3.4356725146198825,304.0
"OLLA, LA → BROOKLINE STATION, MO",1,8.0,3.4324942791762014,437.0
"BIRMINGHAM, AL → OSCEOLA, AR",2,2.0,3.4322033898305087,295.0
"GURDON, AR → CHICKASHA, OK",2,2.5,3.431372549019608,357.0
"CORINTH, MS → SIKESTON, MO",1,5.0,3.4313725490196076,204.0
"TAYLOR, LA → BROWNWOOD, TX",1,1.0,3.4263959390862944,394.0
"GLOSTER, MS → BRYAN, TX",32,1.8125,3.426355589928676,431.03125
"VICKSBURG, MS → PORT NECHES, TX",2,6.5,3.4262048192771086,332.0
"OLLA, LA → SLIDELL, LA",1,1.0,3.425925925925926,270.0
"BIRMINGHAM, AL → SOMERSET, KY",1,5.0,3.4246575342465753,365.0
"SEVEN SPRINGS, NC → HUNTERSVILLE, NC",1,1.0,3.4232365145228214,241.0
"TAYLOR, LA → LAMPASAS, TX",1,5.0,3.4210526315789473,380.0
"BIRMINGHAM, AL → POLLARD, AR",1,5.0,3.4188034188034186,351.0
"FOREST, MS → BRYAN, TX",9,2.111111111111111,3.4171696847753186,497.0
"MILLPORT, AL → WALNUT, MS",1,1.0,3.4161490683229814,161.0
"PINELAND, TX → SAN ANTONIO, TX",3,2.0,3.4160743113879306,353.6666666666667
"WAYNESBORO, MS → JACKSONVILLE, TX",3,1.0,3.415915915915916,444.0
"GURDON, AR → DENVER, CO",1,4.0,3.4150156412930137,959.0
"MOUNDVILLE, AL → SIKESTON, MO",2,2.0,3.4149484536082473,388.0
"HOLDEN, LA → SKIDMORE, TX",1,1.0,3.4136546184738954,498.0
"MAGNOLIA, MS → SOMERSET, KY",1,5.0,3.4124629080118694,674.0
"VERONA, MO → GREELEY, CO",4,3.5,3.4120310478654594,773.0
"CORINTH, MS → MILROY, IN",6,4.833333333333333,3.4118086696562036,446.0
"DERIDDER, LA → SCAMMON, KS",1,11.0,3.4111310592459607,557.0
"VIOLA, AR → JEWETT, TX",6,2.5,3.4093851132686086,515.0
"BOGALUSA, LA → LA PORTE, TX",1,1.0,3.409090909090909,352.0
"MILLPORT, AL → CONROE, TX",1,1.0,3.409090909090909,616.0
"BRYAN, TX → CROSBY, TX",1,4.0,3.409090909090909,132.0
"GLOSTER, MS → MEMPHIS, TN",6,1.8333333333333333,3.407643312101911,314.0
"PHILADELPHIA, MS → SAGINAW, TX",5,6.2,3.407547169811321,530.0
"SILVER CREEK, MS → DALLAS, TX",6,1.0,3.4069876532346597,464.8333333333333
"ACKERMAN, MS → PARK CITY, KS",2,8.5,3.406961178045515,747.0
"VIOLA, AR → SHAWNEE, OK",2,5.0,3.4058988764044944,356.0
"BRUCE, MS → CHATSWORTH, IL",1,8.0,3.4031413612565444,573.0
"TAYLORSVILLE, MS → SARASOTA, FL",2,4.0,3.4025787965616043,698.0
"COUSHATTA, LA → CROWLEY, TX",2,3.5,3.4007352941176467,272.0
"COUSHATTA, LA → PASADENA, TX",1,3.0,3.4,250.0
"SUMMERTOWN, TN → WESTERVILLE, OH",4,6.75,3.399357601713062,467.0
"SILVER CREEK, MS → JACKSONVILLE, TX",2,2.0,3.397435897435898,390.0
"MAGNOLIA, MS → CONROE, TX",3,2.6666666666666665,3.3960045504864222,361.6666666666667
"TAYLORSVILLE, MS → FT WORTH, TX",2,1.0,3.395,500.0
"MILLPORT, AL → PRICHARD, AL",2,1.0,3.394308943089431,246.0
"GURDON, AR → HARRISBURG, IL",1,4.0,3.3936651583710407,442.0
"TROY, AL → LA PLACE, LA",1,1.0,3.392330383480826,339.0
"DECATUR, AL → SOMERSET, KY",1,2.0,3.389830508474576,295.0
"THORSBY, AL → PORT ALLEN, LA",1,2.0,3.389830508474576,413.0
"THOMASVILLE, AL → ATLANTA, GA",1,0.0,3.388157894736842,304.0
"MEXIA, AL → KILGORE, TX",1,4.0,3.3880903490759753,487.0
"CORINTH, MS → COUNCIL BLUFFS, IA",1,4.0,3.3875338753387534,738.0
"CORINTH, MS → PARK CITY, KS",1,8.0,3.3873343151693667,679.0
"ATLANTA, TX → HOUSTON, TX",1,2.0,3.3834586466165413,266.0
"WARREN, AR → BRYAN, TX",26,3.5384615384615383,3.3815628815628824,378.0
"VICKSBURG, MS → SILSBEE, TX",14,6.857142857142857,3.381527837721191,331.0
"BRYAN, TX → DURANT, OK",11,3.909090909090909,3.3804512516469036,276.0
"WARM SPRINGS, AR → RENSSELAER, IN",2,4.0,3.380129589632829,463.0
"ZWOLLE, LA → DALLAS, TX",1,4.0,3.3794466403162056,253.0
"GURDON, AR → SAGINAW, TX",3,2.3333333333333335,3.3788849347568206,281.0
"HERMANVILLE, MS → BRAZIL, IN",2,3.0,3.3783783783783785,666.0
"DIERKS, AR → HEBER SPRINGS, AR",1,4.0,3.377659574468085,188.0
"MAGNOLIA, MS → DALLAS, TX",9,2.0,3.37375131672484,485.44444444444446
"TAYLOR, LA → POLLARD, AR",1,5.0,3.373015873015873,378.0
"TAYLOR, LA → LA PLACE, LA",1,7.0,3.3717105263157894,304.0
"EL DORADO, AR → TUSCOLA, IL",1,7.0,3.3661740558292284,609.0
"FULTON, MS → AUBURN, KY",2,2.0,3.366071428571429,280.0
"MAGNOLIA, MS → FT WORTH, TX",5,1.6,3.365323888985457,524.0
"OLLA, LA → FT WORTH, TX",21,4.333333333333333,3.3644171404120056,370.85714285714283
"BRUCE, MS → TOCCOA, GA",1,4.0,3.3642691415313224,431.0
"BIRMINGHAM, AL → OKAHUMPKA, FL",1,2.0,3.3636363636363638,550.0
"COUSHATTA, LA → SAGINAW, TX",1,0.0,3.3633093525179856,278.0
"MERIDIAN, MS → FLINTVILLE, TN",1,3.0,3.3633093525179856,278.0
"COUSHATTA, LA → DALLAS, TX",1,7.0,3.3628318584070795,226.0
"MAGNOLIA, MS → BIRMINGHAM, AL",8,1.25,3.3612679591483468,325.875
"MILLPORT, AL → BRAZIL, IN",4,7.5,3.3589251439539347,521.0
"FULTON, MS → WEST UNION, OH",2,1.0,3.3587786259541983,524.0
"SILVER CREEK, MS → MILROY, IN",2,5.0,3.358725761772853,722.0
"BROOKHAVEN, MS → RANBURNE, AL",1,0.0,3.3552631578947367,380.0
"BRUCE, MS → BONHAM, TX",1,1.0,3.3524904214559386,522.0
"BRUCE, MS → DULUTH, GA",3,6.0,3.35195530726257,358.0
"GLOSTER, MS → WICHITA FALLS, TX",2,2.0,3.351694915254237,590.0
"BRYAN, TX → HEWITT, TX",2,4.5,3.350515463917526,97.0
"GLOSTER, MS → JACKSON, TN",3,1.6666666666666667,3.3498759305210917,403.0
"VICKSBURG, MS → ALVARADO, TX",1,5.0,3.3498759305210917,403.0
"ACKERMAN, MS → ATLANTA, GA",2,4.5,3.3496732026143787,306.0
"PLUMERVILLE, AR → CHICKASHA, OK",1,3.0,3.3484848484848486,330.0
"RUSSELLVILLE, AR → WICHITA, KS",3,7.666666666666667,3.3483512544802867,372.0
"MAGNOLIA, MS → BONHAM, TX",8,1.875,3.3477596741344193,491.0
"TAYLORSVILLE, MS → HOUSTON, TX",1,1.0,3.3473684210526318,475.0
"GRENADA, MS → BRYAN, TX",2,3.0,3.346631205673759,564.0
"SILVER CREEK, MS → CROSSVILLE, TN",1,10.0,3.3464566929133857,508.0
"PINELAND, TX → BONHAM, TX",3,5.666666666666667,3.3464566929133857,254.0
"TAYLOR, LA → WHITESBORO, TX",1,12.0,3.3450704225352115,284.0
"CORINTH, MS → MT PLEASANT, TX",1,1.0,3.3449074074074074,432.0
"BELK, AL → JEWETT, TX",1,0.0,3.3447684391080617,583.0
"BRUCE, MS → MARION, IN",1,5.0,3.343701399688958,643.0
"BARNESVILLE, GA → ASHLAND CITY, TN",1,1.0,3.3434650455927053,329.0
"PHILADELPHIA, MS → SCHILLER PARK, IL",3,7.0,3.342354533152909,739.0
"LOUISVILLE, AL → JACKSON, TN",1,0.0,3.3415841584158414,404.0
"NAVASOTA, TX → LUBBOCK, TX",1,2.0,3.3405172413793105,464.0
"BIRMINGHAM, AL → WEST MEMPHIS, AR",2,1.5,3.340080971659919,247.0
"MERIDIAN, MS → FT WORTH, TX",2,7.0,3.3397405944239127,531.5
"BIRMINGHAM, AL → MADISON, MS",1,2.0,3.3396946564885495,262.0
"HOLDEN, LA → COLUMBUS, MS",4,1.5,3.338762214983713,307.0
"ENNIS, TX → SNYDER, TX",3,2.0,3.338727076591154,309.0
"EL DORADO, AR → WICHITA FALLS, TX",1,7.0,3.3380681818181817,352.0
"PLUMERVILLE, AR → BRYAN, TX",28,2.25,3.337149095446039,458.0
"DIERKS, AR → CARROLLTON, MO",1,14.0,3.3366533864541834,502.0
"OLLA, LA → MIDLAND, TX",1,2.0,3.335832083958021,667.0
"ACKERMAN, MS → MARKLEVILLE, IN",4,5.0,3.3346333853354135,641.0
"DEMOPOLIS, AL → MOSCOW, TN",1,2.0,3.3333333333333335,255.0
"CORINTH, MS → HAVEN, KS",1,1.0,3.3333333333333335,705.0
"CORINTH, MS → NORTHPORT, AL",1,2.0,3.3333333333333335,165.0
"OPELIKA, AL → HALEYVILLE, AL",1,4.0,3.3333333333333335,195.0
"ROME, GA → WILLACOOCHEE, GA",2,4.0,3.333333333333333,291.0
"HOLDEN, LA → LA PORTE, TX",4,0.5,3.332764505119454,293.0
"FULTON, MS → MC INTYRE, GA",2,5.5,3.328981723237598,383.0
"PHILADELPHIA, MS → BONHAM, TX",2,1.0,3.328252032520325,492.0
"TAYLOR, LA → HAVEN, KS",1,14.0,3.327787021630616,601.0
"MEXIA, AL → AUBURN, KY",2,3.0,3.3276643990929706,441.0
"PLUMERVILLE, AR → HENDERSON, TX",2,3.0,3.3276450511945392,293.0
"COLFAX, LA → BRYAN, TX",2,7.5,3.327402135231317,281.0
"WALDO, AR → FT WORTH, TX",1,2.0,3.327272727272727,275.0
"ACKERMAN, MS → CASSVILLE, MO",1,2.0,3.3271719038817005,541.0
"DIERKS, AR → CONROE, TX",5,2.0,3.3261538461538462,325.0
"BIRMINGHAM, AL → RIDGELY, TN",2,7.5,3.325082508250825,303.0
"LOUISVILLE, AL → KNOXVILLE, TN",1,1.0,3.3248081841432224,391.0
"CORINTH, MS → SOMERSET, KY",1,10.0,3.323943661971831,355.0
"BRYAN, TX → MONROE, LA",1,1.0,3.3236994219653178,346.0
"VICKSBURG, MS → RIPLEY, TN",1,3.0,3.3224755700325734,307.0
"MOUNDVILLE, AL → WEST UNION, OH",13,5.923076923076923,3.3220549647838693,557.0
"FORDYCE, AR → JACKSON, TN",2,3.5,3.321917808219178,292.0
"WARM SPRINGS, AR → GRAPELAND, TX",2,1.0,3.3206082474226806,485.0
"RICEBORO, GA → RIDGEWAY, VA",25,2.32,3.319704433497537,406.0
"BRUCE, MS → PORTER, OK",1,15.0,3.319502074688797,482.0
"BIRMINGHAM, AL → TITUSVILLE, FL",5,3.6,3.3191153238546605,633.0
"GURDON, AR → NASHVILLE, TN",1,4.0,3.3180778032036615,437.0
"BOGALUSA, LA → JACKSONVILLE, FL",1,0.0,3.317757009345794,535.0
"PINELAND, TX → IRVING, TX",14,2.0714285714285716,3.3158367346938777,245.0
"ACKERMAN, MS → CONROE, TX",1,1.0,3.314917127071823,543.0
"EFFINGHAM, SC → BUCHANAN, GA",2,1.5,3.3116531165311653,369.0
"BRYAN, TX → PORT ALLEN, LA",1,1.0,3.310991957104558,373.0
"CORINTH, MS → ANNISTON, AL",2,5.0,3.3088235294117645,204.0
"BRUCE, MS → TOWNVILLE, SC",6,8.833333333333334,3.307174887892377,446.0
"CARRSVILLE, KY → PORTLAND, IN",2,1.5,3.306878306878307,378.0
"MERIDIAN, MS → KEMPNER, TX",1,1.0,3.306451612903226,620.0
"BRUCE, MS → PRINCEVILLE, IL",1,8.0,3.305084745762712,590.0
"BRYAN, TX → COLUMBUS, NE",1,7.0,3.3047735618115057,817.0
"HOLDEN, LA → ARMOREL, AR",1,1.0,3.30188679245283,424.0
"WALDO, AR → HOUSTON, TX",1,5.0,3.30188679245283,318.0
"PHILADELPHIA, MS → CONROE, TX",2,2.5,3.3009708737864076,515.0
"MIDDLEFIELD, OH → WOLCOTT, IN",1,4.0,3.300561797752809,356.0
"MAGNOLIA, MS → MT PLEASANT, TX",1,3.0,3.3,400.0
"LANETT, AL → GOLDEN, MS",1,1.0,3.299739776951673,269.0
"PLUMERVILLE, AR → SOUTH PITTSBURG, TN",1,2.0,3.2989690721649483,485.0
"CORINTH, MS → HOUSTON, TX",1,3.0,3.2983508245877062,667.0
"MAGNOLIA, MS → NORTHPORT, AL",1,3.0,3.2967032967032965,273.0
"OLLA, LA → CARROLLTON, MO",2,3.5,3.293189368770764,602.0
"BEARDEN, AR → TUSCUMBIA, AL",2,3.0,3.2920110192837466,363.0
"VERONA, MO → AMARILLO, TX",3,2.0,3.2914248871695677,517.0
"BRUCE, MS → MILROY, IN",1,2.0,3.290676416819013,547.0
"TAYLORSVILLE, MS → DALLAS, TX",3,2.0,3.290471785383904,463.3333333333333
"BOGALUSA, LA → BALLINGER, TX",2,5.0,3.289473684210526,722.0
"CORINTH, MS → LINCOLN, AL",3,3.0,3.288490284005979,223.0
"GURDON, AR → PASADENA, TX",1,1.0,3.287671232876712,365.0
"DIERKS, AR → BOLIVAR, TN",1,5.0,3.287461773700306,327.0
"FOREST, MS → HOUSTON, TX",3,8.333333333333334,3.285420944558522,487.0
"TALLADEGA, AL → CARROLLTON, KY",1,1.0,3.2838983050847457,472.0
"PHILADELPHIA, MS → SILSBEE, TX",6,3.3333333333333335,3.283773861967694,454.0
"MONTICELLO, AR → DALLAS, TX",2,4.5,3.283582089552239,335.0
"BIRMINGHAM, AL → SUMMERVILLE, SC",14,3.857142857142857,3.283057205376681,457.0
"FORDYCE, AR → RIPLEY, TN",1,6.0,3.281853281853282,259.0
"BRUCE, MS → SOMERSET, KY",1,10.0,3.2805429864253393,442.0
"PHILADELPHIA, MS → RIPLEY, TN",1,7.0,3.279352226720648,247.0
"DODSON, LA → PASADENA, TX",6,3.1666666666666665,3.2792946530147895,293.0
"WARREN, AR → SAINT ROSE, IL",1,7.0,3.2769556025369977,473.0
"BEARDEN, AR → GORDO, AL",3,10.0,3.275681341719078,318.0
"MAGNOLIA, AR → PARK CITY, KS",1,13.0,3.275529865125241,519.0
"MALVERN, AR → ENNIS, TX",1,5.0,3.2747603833865813,313.0
"FLORIEN, LA → CONVERSE, TX",1,2.0,3.27455919395466,397.0
"BRUCE, MS → BRAZIL, IN",4,5.0,3.2740384615384617,520.0
"GURDON, AR → SELLERSBURG, IN",1,1.0,3.2733224222585924,611.0
"DODSON, LA → FLINTVILLE, TN",1,1.0,3.272727272727273,550.0
"BOGALUSA, LA → HOUSTON, TX",10,2.5,3.2726323572949676,374.1
"GLOSTER, MS → CROSSVILLE, TN",1,1.0,3.271812080536913,596.0
"THOMASVILLE, AL → MIDDLETON, TN",3,20.333333333333332,3.271604938271605,270.0
"BIRMINGHAM, AL → LEBANON, TN",1,0.0,3.2710280373831777,214.0
"WAYNESBORO, MS → SILSBEE, TX",4,2.75,3.2710280373831777,428.0
"BOGALUSA, LA → SAGINAW, TX",2,1.0,3.270223752151463,581.0
"MAGNOLIA, MS → FORT PAYNE, AL",1,1.0,3.269230769230769,416.0
"DIERKS, AR → HOWARDS GROVE, WI",1,10.0,3.2679738562091503,918.0
"OLLA, LA → PASADENA, TX",2,5.0,3.2678571428571432,280.0
"BROOKHAVEN, MS → HOUSTON, TX",1,0.0,3.2663316582914574,398.0
"CORINTH, MS → CARROLLTON, KY",1,1.0,3.2663316582914574,398.0
"VICKSBURG, MS → WICHITA FALLS, TX",2,5.5,3.266283524904215,522.0
"BRYAN, TX → DENTON, TX",5,1.8,3.2654028436018963,211.0
"GURDON, AR → BROOKLINE STATION, MO",1,6.0,3.2646048109965635,291.0
"IDABEL, OK → SILSBEE, TX",26,3.6538461538461537,3.263093289689034,282.0
"ACKERMAN, MS → WEST UNION, OH",1,1.0,3.2626427406199023,613.0
"BEARDEN, AR → SILSBEE, TX",14,6.357142857142857,3.2624890446976336,326.0
"MAPLESVILLE, AL → HALEYVILLE, AL",1,1.0,3.2624113475177303,141.0
"LOUISVILLE, AL → IUKA, MS",1,1.0,3.258785942492013,313.0
"VIOLA, AR → RENSSELAER, IN",1,3.0,3.2583170254403133,511.0
"DIERKS, AR → WICHITA FALLS, TX",1,3.0,3.257328990228013,307.0
"HOLDEN, LA → CONROE, TX",1,2.0,3.257328990228013,307.0
"BIRMINGHAM, AL → PRICHARD, AL",1,1.0,3.256704980842912,261.0
"BIRMINGHAM, AL → ST LOUIS, MO",1,2.0,3.256048387096774,496.0
"FULTON, MS → WESLACO, TX",1,3.0,3.256048387096774,992.0
"MEXIA, AL → MC INTYRE, GA",14,3.857142857142857,3.2559681697612723,377.0
"VICKSBURG, MS → EAST POINT, GA",1,1.0,3.255813953488372,430.0
